,user_id,recomendations
468,469,"[849202, 1070803, 1106523, 9881593, 6548453]"
469,470,"[874972, 872137, 918046, 840601, 13877192]"
470,471,"[874972, 1029743, 1082185, 951590, 1127831]"
471,472,"[874972, 1082185, 1106523, 951590, 1127831]"
472,473,"[970866, 872137, 1070803, 939636, 1053016]"
473,474,"[9835223, 872137, 1082185, 1038462, 1053690]"
474,475,"[874972, 911017, 1070803, 908318, 1048462]"
475,476,"[1021324, 7024847, 1070803, 1002261, 6034577]"
476,477,"[874972, 1082185, 1106523, 951590, 1127831]"
477,478,"[874972, 872137, 919534, 8203851, 1098910]"
478,479,"[864893, 1070803, 1127831, 1085604, 839262]"
479,480,"[833940, 1070803, 951590, 1028950, 1047769]"
480,481,"[860248, 1070803, 844179, 895930, 1018740]"
481,482,"[874972, 1082185, 1127831, 1029743, 1106523]"
482,483,"[1110111, 872137, 1082185, 1011300, 5590695]"
483,484,"[1118946, 1070803, 1127831, 878775, 10456575]"
484,485,"[12810391, 854852, 878996, 845193, 996156]"
485,486,"[874972, 872137, 919534, 964594, 8020234]"
486,487,"[874972, 872137, 919534, 906509, 1033707]"
487,488,"[874972, 1106523, 1127831, 1082185, 951590]"
488,489,"[1048257, 1070803, 951590, 1022254, 986912]"
489,490,"[5568758, 1117219, 1068957, 9487534, 1075368]"
490,491,"[874972, 1107760, 1070803, 6533936, 1055504]"
491,492,"[849202, 1070803, 1127831, 934369, 1053530]"
492,493,"[906844, 1070803, 1127831, 8090539, 954495]"
493,494,"[874972, 1029743, 1082185, 951590, 1127831]"
494,495,"[12810391, 1070803, 951590, 6534480, 1124695]"
495,496,"[874972, 872137, 1070803, 823990, 1106523]"
496,497,"[906844, 872137, 1082185, 1012913, 5567148]"
497,498,"[12262778, 872137, 918046, 1005172, 1092026]"
498,499,"[874972, 1082185, 1106523, 951590, 1127831]"
499,500,"[874972, 1029743, 1082185, 951590, 1127831]"
500,501,"[899019, 872137, 1082185, 932949, 8090537]"
501,502,"[12810389, 1070803, 1068957, 1135868, 991546]"
502,503,"[1118623, 1070803, 1018050, 971983, 1104414]"
503,504,"[874972, 872137, 1082185, 12301109, 12301100]"
504,505,"[874972, 872137, 919534, 6395907, 1010190]"
505,506,"[919766, 872137, 1070803, 859075, 821083]"
506,507,"[919766, 872137, 1070803, 857554, 960791]"
507,508,"[906844, 1070803, 1082185, 879504, 1101010]"
508,509,"[874972, 1029743, 1082185, 951590, 1127831]"
509,510,"[906844, 911017, 1070803, 1036501, 850676]"
510,511,"[1025535, 1070803, 1127831, 1071171, 1116635]"
511,512,"[874972, 1029743, 1082185, 951590, 1127831]"
512,513,"[1034176, 1070803, 918046, 990897, 1093413]"
513,514,"[874972, 872137, 1070803, 923169, 909714]"
514,515,"[1034176, 1070803, 844179, 999714, 1070702]"
515,516,"[968072, 872137, 919534, 1110572, 844179]"
516,517,"[878715, 1070803, 951590, 1107973, 1045586]"
517,518,"[12810391, 1070803, 918046, 952408, 1031087]"
518,519,"[1079913, 1070803, 1082185, 1029743, 1039156]"
519,520,"[826666, 1070803, 951590, 913210, 909714]"
520,521,"[970747, 872137, 1070803, 1056212, 13877192]"
521,522,"[874972, 1029743, 1082185, 951590, 1127831]"
522,523,"[968072, 1070803, 5569230, 884686, 878026]"
523,524,"[1118623, 872137, 1070803, 1106523, 951197]"
524,525,"[874972, 872137, 1082185, 1110572, 1011300]"
525,526,"[5568758, 911017, 1070803, 8090556, 12301100]"
526,527,"[948670, 1070803, 1082185, 1131321, 1011926]"
527,528,"[874972, 872137, 919534, 1070820, 866871]"
528,529,"[874972, 1082185, 1106523, 951590, 1127831]"
529,530,"[906844, 1070803, 1082185, 872137, 6034857]"
530,531,"[1021324, 872137, 918046, 5565925, 1054539]"
531,532,"[874972, 1082185, 1106523, 951590, 1127831]"
532,533,"[1038663, 1070803, 1127831, 901062, 899624]"
533,534,"[874972, 872137, 1082185, 993466, 1124695]"
534,535,"[970747, 872137, 1070803, 1004906, 991546]"
535,536,"[826666, 1070803, 1127831, 1029743, 987562]"
536,537,"[1004436, 872137, 1082185, 1116635, 937626]"
537,538,"[833940, 951590, 1044078, 1082212, 836286]"
538,539,"[878715, 919534, 1070803, 1082185, 916122]"
539,540,"[1118623, 872137, 1070803, 1047769, 6391381]"
540,541,"[938138, 1082185, 1127831, 995965, 951197]"
541,542,"[1069312, 1082185, 951590, 1082990, 835619]"
542,543,"[879734, 872137, 1082185, 820486, 989409]"
543,544,"[1118623, 872137, 820486, 1085604, 841228]"
544,545,"[874972, 872137, 1070803, 922127, 1040807]"
545,546,"[10198378, 872137, 1082185, 1002459, 969419]"
546,547,"[874972, 1070803, 844179, 885290, 1029743]"
547,548,"[849202, 1070803, 1082185, 885406, 1101706]"
548,549,"[899019, 872137, 1070803, 858999, 1104349]"
549,550,"[874972, 1106523, 951590, 1082185, 1127831]"
550,551,"[12810391, 872137, 1082185, 1058997, 995242]"
551,552,"[826666, 1070803, 1127831, 833754, 907631]"
552,553,"[849202, 1070803, 1126899, 1030362, 1036501]"
553,554,"[982469, 872137, 1082185, 8090537, 909714]"
554,555,"[826666, 872137, 919534, 983959, 5568228]"
555,556,"[874972, 1106523, 951590, 1082185, 1127831]"
556,557,"[874972, 872137, 1070803, 1133018, 905436]"
557,558,"[956599, 1070803, 1127831, 844179, 999858]"
558,559,"[874972, 1029743, 1082185, 951590, 1127831]"
559,560,"[1103808, 7024847, 1070803, 978343, 1108854]"
560,561,"[938138, 820486, 1082185, 909268, 892314]"
561,562,"[879734, 872137, 1070803, 965842, 1044805]"
562,563,"[848029, 872137, 1082185, 992730, 1075368]"
563,564,"[906335, 872137, 1070803, 962229, 1027168]"
564,565,"[874972, 1029743, 951590, 1082185, 1127831]"
565,566,"[874972, 951590, 1127831, 1029743, 1082185]"
566,567,"[974156, 1070803, 951590, 986912, 862582]"
567,568,"[1038663, 1126899, 854852, 1083787, 1113111]"
568,569,"[933354, 1070803, 951590, 1028473, 12428017]"
569,570,"[874972, 1106523, 916122, 1082185, 951590]"
570,571,"[1048507, 872137, 1070803, 899624, 972312]"
571,572,"[874972, 1029743, 1082185, 951590, 1127831]"
572,573,"[1075007, 872137, 1070803, 1070702, 1029743]"
573,574,"[1134483, 1070803, 854852, 827667, 969568]"
574,575,"[1048257, 1029112, 995242, 953561, 912004]"
575,576,"[1029688, 1070803, 868888, 8090532, 8090521]"
576,577,"[1071302, 1070803, 5569230, 885697, 1110244]"
577,578,"[1129049, 872137, 1082185, 847207, 8090521]"
578,579,"[12810391, 872137, 919534, 6034577, 13842088]"
579,580,"[1118946, 872137, 1070803, 887342, 1041796]"
580,581,"[833940, 7024847, 1070803, 834158, 1093113]"
581,582,"[1021324, 1070803, 951590, 1005493, 854852]"
582,583,"[8020166, 1070803, 1082185, 12302069, 5569230]"
583,584,"[874972, 1082185, 951590, 1029743, 1106523]"
584,585,"[878715, 872137, 1082185, 5568072, 8090536]"
585,586,"[906335, 1070803, 894360, 860703, 887393]"
586,587,"[874972, 872137, 919534, 885290, 863449]"
587,588,"[1004436, 1070803, 1068957, 1043494, 898342]"
588,589,"[1021324, 872137, 1070803, 5569230, 9245108]"
589,590,"[917384, 1070803, 1127831, 1075175, 1081177]"
590,591,"[1065017, 1070803, 868888, 9245106, 854852]"
591,592,"[1108094, 872137, 1070803, 1092937, 1027168]"
592,593,"[874972, 872137, 1070803, 1082185, 1106523]"
593,594,"[1013928, 1117219, 1070803, 865456, 1082185]"
594,595,"[5569615, 1117219, 1070803, 1107553, 856060]"
595,596,"[879734, 872137, 1070803, 1025581, 1084036]"
596,597,"[874972, 1068957, 1070803, 5568732, 856942]"
597,598,"[956599, 1070803, 951590, 9553048, 9553382]"
598,599,"[874972, 1029743, 1082185, 951590, 1127831]"
599,600,"[1021324, 1070803, 1082185, 1046587, 999730]"
600,601,"[829291, 1070803, 1117219, 1021715, 902172]"
601,602,"[1029688, 872137, 1070803, 10456371, 982493]"
602,603,"[836445, 1068957, 1070803, 919534, 1069003]"
603,604,"[5569615, 872137, 1070803, 7441668, 900586]"
604,605,"[1054402, 1082185, 951590, 965772, 9655528]"
605,606,"[1021324, 1117219, 1070803, 990688, 1118479]"
606,607,"[1129049, 868888, 1082185, 951197, 1048746]"
607,608,"[863762, 1070803, 951590, 6979753, 1038462]"
608,609,"[1021324, 872137, 1117219, 8181477, 8090537]"
609,610,"[874972, 1082185, 1106523, 951590, 1127831]"
610,611,"[12810389, 872137, 1070803, 1103629, 1065331]"
611,612,"[826666, 1070803, 916122, 12132648, 820895]"
612,613,"[874972, 1029743, 1082185, 951590, 1127831]"
613,614,"[12262978, 1082185, 951590, 1039781, 975633]"
614,615,"[948670, 872137, 919534, 883003, 971922]"
615,616,"[874972, 872137, 919534, 852856, 1082185]"
616,617,"[1000753, 872137, 1070803, 1126899, 1116821]"
617,618,"[1013928, 1070803, 1127831, 1037840, 1085604]"
618,619,"[874972, 872137, 919534, 5569471, 865456]"
619,620,"[874972, 1029743, 1082185, 951590, 1127831]"
620,621,"[864893, 872137, 1070803, 1112825, 13506200]"
621,622,"[1034176, 1117219, 1070803, 986912, 879755]"
622,623,"[1014732, 872137, 1070803, 916122, 1070702]"
623,624,"[12810391, 1070803, 1029743, 957741, 910473]"
624,625,"[899019, 872137, 1070803, 951590, 883003]"
625,626,"[874972, 1029743, 1127831, 1082185, 951590]"
626,627,"[959737, 872137, 1082185, 12263788, 8014645]"
627,628,"[1129049, 872137, 1070803, 5569230, 1029743]"
628,629,"[874972, 872137, 919534, 879506, 901776]"
629,630,"[1000753, 911017, 1070803, 15926886, 1121384]"
630,631,"[9677366, 1070803, 1082185, 6463520, 1053690]"
631,632,"[906844, 1070803, 1127831, 1082212, 897194]"
632,633,"[833940, 868888, 911017, 999625, 12988031]"
633,634,"[874972, 1082185, 1106523, 951590, 1127831]"
634,635,"[874972, 872137, 919534, 854852, 970160]"
635,636,"[12810391, 1070803, 951590, 5590613, 5981074]"
636,637,"[1103808, 1070803, 951590, 926905, 1037840]"
637,638,"[968072, 1070803, 1117219, 1059347, 1053530]"
638,639,"[9835223, 872137, 1070803, 862335, 1104649]"
639,640,"[874972, 1029743, 951590, 1082185, 1127831]"
640,641,"[12731432, 1070803, 1106523, 1104349, 1092588]"
641,642,"[874972, 1029743, 981760, 1082185, 951590]"
642,643,"[956599, 872137, 1070803, 1125943, 6534035]"
643,644,"[948670, 1070803, 1127831, 894968, 1005274]"
644,645,"[874972, 951590, 1127831, 1029743, 1082185]"
645,646,"[12810391, 1070803, 951590, 1139471, 919534]"
646,647,"[1015785, 1070803, 1106523, 828143, 1103105]"
647,648,"[874972, 872137, 1070803, 1026118, 854852]"
648,649,"[874972, 995242, 981760, 1082185, 951590]"
649,650,"[874972, 872137, 919534, 1082185, 1127831]"
650,651,"[874972, 951590, 995242, 1082185, 1127831]"
651,652,"[5995129, 872137, 1070803, 1065061, 832678]"
652,653,"[1110111, 1070803, 1106523, 1037840, 917033]"
653,654,"[864893, 1070803, 5569230, 907128, 1065061]"
654,655,"[833940, 1127831, 951590, 985999, 1044078]"
655,656,"[1021324, 1070803, 1117219, 8019681, 1028816]"
656,657,"[874972, 1029743, 1082185, 951590, 1127831]"
657,658,"[917384, 872137, 1070803, 1075470, 1029743]"
658,659,"[1103808, 872137, 1082185, 844179, 5569845]"
659,660,"[833940, 911017, 1070803, 1004950, 871909]"
660,661,"[12262978, 1070803, 1082185, 1139471, 1001827]"
661,662,"[1082627, 872137, 1082185, 1070272, 1115098]"
662,663,"[1013928, 872137, 1070803, 1037894, 885307]"
663,664,"[874972, 872137, 1070803, 1004906, 1106523]"
664,665,"[848029, 872137, 1070803, 1071171, 922561]"
665,666,"[1069312, 872137, 1082185, 1089066, 937626]"
666,667,"[947858, 1082185, 1127831, 940766, 1022254]"
667,668,"[874972, 872137, 1070803, 957951, 1135460]"
668,669,"[917384, 1070803, 1029743, 880427, 5568729]"
669,670,"[1075007, 1070803, 1068957, 899115, 885406]"
670,671,"[1129049, 872137, 1070803, 1067606, 951590]"
671,672,"[970866, 1070803, 951590, 879755, 1082185]"
672,673,"[874972, 872137, 1070803, 907631, 827683]"
673,674,"[836445, 1117219, 1070803, 911614, 956486]"
674,675,"[12731685, 1127831, 5569230, 1121384, 1134292]"
675,676,"[1013928, 1070803, 894360, 898510, 13841744]"
676,677,"[874972, 1082185, 1106523, 951590, 1127831]"
677,678,"[874972, 1082185, 951590, 1029743, 1106523]"
678,679,"[1013928, 1070803, 1117219, 12577242, 5568964]"
679,680,"[933354, 1070803, 1082185, 900586, 832442]"
680,681,"[1134483, 872137, 1070803, 967461, 850102]"
681,682,"[874972, 1082185, 951590, 1029743, 1106523]"
682,683,"[874972, 872137, 919534, 1082185, 1127831]"
683,684,"[874972, 1070803, 951590, 1082185, 1039781]"
684,685,"[1129049, 1070803, 1082185, 1015539, 1097398]"
685,686,"[982469, 919534, 1070803, 1082185, 872137]"
686,687,"[1069312, 1070803, 854852, 8090545, 871722]"
687,688,"[906844, 1070803, 844179, 1101706, 5568729]"
688,689,"[874972, 1029743, 1082185, 951590, 1127831]"
689,690,"[982469, 1070803, 951590, 1037840, 1022254]"
690,691,"[906844, 1117219, 1070803, 912914, 954673]"
691,692,"[1004436, 872137, 1082185, 1135834, 1065380]"
692,693,"[849202, 1070803, 1106523, 1104349, 1044188]"
693,694,"[879734, 872137, 911017, 893501, 1043730]"
694,695,"[948670, 1070803, 1106523, 945805, 995965]"
695,696,"[1054402, 1070803, 868888, 975633, 1092588]"
696,697,"[874972, 1070803, 951590, 879445, 941734]"
697,698,"[1004436, 872137, 1070803, 965766, 5568378]"
698,699,"[829291, 1070803, 916122, 844759, 941883]"
699,700,"[1025535, 1070803, 1127831, 1021116, 1124695]"
700,701,"[970866, 872137, 1070803, 13115579, 1104414]"
701,702,"[12731432, 1070803, 986912, 9527159, 865456]"
702,703,"[860248, 820486, 1070803, 1121720, 901776]"
703,704,"[874972, 1082185, 1106523, 951590, 1127831]"
704,705,"[874972, 872137, 1070803, 1029743, 912112]"
705,706,"[1065538, 1070803, 1106523, 893501, 1053690]"
706,707,"[1110111, 1126899, 1004906, 7025114, 1013167]"
707,708,"[1118623, 872137, 1070803, 12524174, 12949855]"
708,709,"[1002787, 1070803, 1082185, 1075368, 917816]"
709,710,"[904129, 820486, 1070803, 1110572, 1037417]"
710,711,"[864893, 872137, 919534, 1085604, 1030362]"
711,712,"[12810391, 1070803, 1106523, 915493, 1006878]"
712,713,"[874972, 872137, 919534, 962229, 5569230]"
713,714,"[1048257, 1070803, 916122, 1055504, 1021519]"
714,715,"[970866, 1070803, 1127831, 12731544, 6463520]"
715,716,"[12731685, 872137, 1082185, 847982, 1028816]"
716,717,"[878715, 872137, 919534, 861445, 983267]"
717,718,"[917384, 7024847, 911017, 1092026, 1085604]"
718,719,"[874972, 872137, 1070803, 895930, 1082185]"
719,720,"[879734, 872137, 919534, 1056212, 1055504]"
720,721,"[874972, 872137, 919534, 862732, 1126899]"
721,722,"[1065538, 1070803, 951590, 8293385, 902172]"
722,723,"[1069312, 872137, 1070803, 916487, 1022340]"
723,724,"[874972, 872137, 919534, 1022254, 827806]"
724,725,"[874972, 1070803, 1127831, 999563, 1027372]"
725,726,"[1118623, 872137, 868888, 969205, 852600]"
726,727,"[836445, 820486, 1070803, 935126, 6534578]"
727,728,"[1013928, 1070803, 1068957, 1041796, 943233]"
728,729,"[874972, 872137, 919534, 1082185, 1127831]"
729,730,"[938138, 872137, 1070803, 8293447, 1126899]"
730,731,"[829291, 872137, 1070803, 868764, 847982]"
731,732,"[1110111, 1070803, 951590, 856345, 1054216]"
732,733,"[1110111, 872137, 1070803, 5566472, 5569471]"
733,734,"[959737, 872137, 1127831, 6391381, 907099]"
734,735,"[982469, 872137, 1070803, 1082185, 1053690]"
735,736,"[1021324, 872137, 1070803, 992730, 830503]"
736,737,"[12810464, 872137, 1070803, 940766, 1041796]"
737,738,"[1065538, 1070803, 1082185, 1044078, 1106523]"
738,739,"[874972, 1029743, 1082185, 951590, 1127831]"
739,740,"[906844, 1070803, 951590, 956672, 1096290]"
740,741,"[848029, 1107760, 1070803, 5580166, 842140]"
741,742,"[874972, 918046, 1070803, 879755, 831763]"
742,743,"[852015, 1070803, 1082185, 1025581, 5564303]"
743,744,"[968072, 1048237, 1070803, 860703, 1022340]"
744,745,"[1015785, 1070803, 951590, 1109014, 977497]"
745,746,"[874972, 1029743, 1082185, 951590, 1127831]"
746,747,"[1025535, 872137, 1070803, 8090509, 8090537]"
747,748,"[1013928, 1070803, 1127831, 1037894, 1044078]"
748,749,"[874972, 1106523, 951590, 1082185, 1127831]"
749,750,"[874972, 872137, 1127831, 919534, 965766]"
750,751,"[1129049, 872137, 1082185, 1054216, 844165]"
751,752,"[1057749, 1070803, 951590, 862725, 986912]"
752,753,"[829291, 1070803, 1127831, 5568072, 1048483]"
753,754,"[874972, 872137, 1070803, 1036347, 1005274]"
754,755,"[874972, 1070803, 5569230, 12782182, 1100972]"
755,756,"[829291, 872137, 1070803, 1082185, 883003]"
756,757,"[1110111, 872137, 820486, 962229, 947201]"
757,758,"[874972, 872137, 919534, 916990, 880469]"
758,759,"[906844, 872137, 919534, 854852, 1028816]"
759,760,"[874972, 1029743, 951590, 1082185, 1127831]"
760,761,"[1029688, 951590, 1126899, 1028473, 834382]"
761,762,"[919766, 1117219, 1070803, 1011300, 986912]"
762,763,"[1038663, 1070803, 916122, 1074333, 1110572]"
763,764,"[836445, 872137, 1070803, 898847, 830887]"
764,765,"[879734, 872137, 1070803, 868888, 9859182]"
765,766,"[970866, 1068957, 1070803, 916990, 935578]"
766,767,"[874972, 872137, 1070803, 840361, 1042571]"
767,768,"[1002787, 1070803, 1106523, 845193, 821976]"
768,769,"[874972, 1070803, 1127831, 982493, 999858]"
769,770,"[848029, 872137, 1070803, 1029743, 1092937]"
770,771,"[1108094, 1070803, 1068957, 1022066, 983795]"
771,772,"[874972, 1029743, 1082185, 951590, 1127831]"
772,773,"[1034176, 872137, 1070803, 835973, 1082185]"
773,774,"[874972, 951590, 1127831, 1029743, 1082185]"
774,775,"[874972, 951590, 1127831, 1029743, 1082185]"
775,776,"[826666, 1070803, 1127831, 1085604, 842140]"
776,777,"[874972, 872137, 1070803, 862725, 6533608]"
777,778,"[829291, 918046, 951590, 1082185, 990797]"
778,779,"[1134483, 1070803, 951590, 1057260, 872137]"
779,780,"[874972, 1029743, 1082185, 951590, 1127831]"
780,781,"[836445, 1082185, 951590, 12524174, 945652]"
781,782,"[1057749, 868888, 1070803, 1069979, 12988031]"
782,783,"[874972, 951590, 1127831, 1029743, 1082185]"
783,784,"[833940, 872137, 1070803, 1139782, 1110572]"
784,785,"[1075007, 872137, 1070803, 825703, 1092588]"
785,786,"[938138, 1070803, 1029743, 5570048, 1012052]"
786,787,"[1015785, 872137, 1070803, 999104, 856772]"
787,788,"[879734, 894360, 951590, 939636, 1024051]"
788,789,"[874972, 872137, 919534, 922561, 9420181]"
789,790,"[874972, 872137, 1070803, 8181555, 995965]"
790,791,"[826666, 872137, 919534, 1043590, 1123434]"
791,792,"[874972, 1082185, 1106523, 951590, 1127831]"
792,793,"[1021324, 1127831, 951590, 8090545, 8090565]"
793,794,"[950638, 872137, 1018050, 1053730, 1051211]"
794,795,"[874972, 1106523, 1127831, 1082185, 951590]"
795,796,"[1025535, 872137, 1082185, 923746, 969866]"
796,797,"[1048257, 1070803, 5569230, 1005274, 12988031]"
797,798,"[5568758, 872137, 1070803, 978974, 6534030]"
798,799,"[878715, 872137, 1070803, 901062, 970119]"
799,800,"[12262830, 911017, 1106523, 860703, 911974]"
800,801,"[1118623, 1070803, 1127831, 5570408, 9245106]"
801,802,"[1118946, 872137, 918046, 996087, 1041796]"
802,803,"[969725, 872137, 1070803, 1018769, 5569230]"
803,804,"[1013928, 1070803, 1106523, 14025461, 987562]"
804,805,"[982469, 1070803, 1127831, 949023, 1044188]"
805,806,"[844462, 1048237, 1070803, 8090536, 8090513]"
806,807,"[12262978, 1070803, 951590, 965530, 838186]"
807,808,"[12262978, 1117219, 1070803, 7409670, 856772]"
808,809,"[874972, 872137, 919534, 13672065, 961979]"
809,810,"[1034176, 872137, 1070803, 1028816, 993638]"
810,811,"[874972, 872137, 1082185, 5568378, 981760]"
811,812,"[874972, 872137, 1082185, 1021116, 5568964]"
812,813,"[1079913, 872137, 1070803, 931579, 883932]"
813,814,"[12262778, 872137, 1082185, 907631, 985999]"
814,815,"[874972, 951590, 1127831, 1029743, 1082185]"
815,816,"[1134483, 1070803, 1044078, 1054539, 1075368]"
816,817,"[933354, 1070803, 951590, 1092588, 1060673]"
817,818,"[874972, 872137, 1070803, 893501, 942778]"
818,819,"[874972, 1106523, 951590, 1082185, 1127831]"
819,820,"[852015, 1070803, 951590, 8090509, 1037840]"
820,821,"[874972, 872137, 919534, 1106523, 819840]"
821,822,"[874972, 1082185, 1106523, 951590, 1127831]"
822,823,"[1118946, 872137, 1070803, 835578, 861494]"
823,824,"[12812261, 872137, 1082185, 1046689, 1016800]"
824,825,"[12262978, 1070803, 1029743, 915493, 7025106]"
825,826,"[874972, 872137, 919534, 961620, 12384431]"
826,827,"[874972, 1029743, 1082185, 951590, 1127831]"
827,828,"[874972, 1029743, 1082185, 951590, 1127831]"
828,829,"[874972, 1070803, 1127831, 960791, 1018740]"
829,830,"[948670, 872137, 1070803, 929433, 899624]"
830,831,"[1129049, 1070803, 918046, 1069003, 937626]"
831,832,"[874972, 1082185, 951590, 1029743, 1106523]"
832,833,"[12810391, 1070803, 916122, 1106523, 919534]"
833,834,"[874972, 1029743, 1127831, 1082185, 951590]"
834,835,"[874972, 1029743, 951590, 1082185, 1127831]"
835,836,"[1108094, 872137, 1070803, 851287, 1049735]"
836,837,"[874972, 1070803, 951590, 854852, 872137]"
837,838,"[1065538, 872137, 919534, 844179, 821787]"
838,839,"[874972, 1082185, 1106523, 951590, 1127831]"
839,840,"[12812261, 1106523, 1044078, 1060408, 1135258]"
840,841,"[852015, 872137, 1070803, 863447, 1044078]"
841,842,"[1038663, 1070803, 918046, 9245108, 849505]"
842,843,"[917384, 1070803, 1127831, 1086740, 1055155]"
843,844,"[8203342, 1070803, 951590, 5566472, 1003616]"
844,845,"[829291, 1117219, 1070803, 8090533, 1092588]"
845,846,"[829291, 872137, 1070803, 847344, 951590]"
846,847,"[874972, 1070803, 951590, 1005274, 1121694]"
847,848,"[826666, 872137, 1082185, 1094924, 1036347]"
848,849,"[970747, 1070803, 951590, 1092303, 8290421]"
849,850,"[874972, 872137, 1082185, 823990, 957232]"
850,851,"[874972, 1029743, 1082185, 951590, 1127831]"
851,852,"[982469, 872137, 1070803, 1126899, 1070820]"
852,853,"[1054402, 872137, 918046, 871722, 977344]"
853,854,"[874972, 872137, 919534, 1041796, 918335]"
854,855,"[1021324, 820486, 1070803, 934369, 6533936]"
855,856,"[1015785, 1070803, 916122, 7025106, 990797]"
856,857,"[874972, 1070803, 1127831, 922561, 935126]"
857,858,"[9677366, 872137, 1070803, 910473, 1116050]"
858,859,"[968072, 1070803, 1029112, 6395907, 851865]"
859,860,"[874972, 1127831, 981760, 1029743, 1082185]"
860,861,"[874972, 1029743, 951590, 1082185, 1127831]"
861,862,"[833940, 872137, 1070803, 5570408, 1103629]"
862,863,"[874972, 872137, 1070803, 1119761, 1037337]"
863,864,"[968072, 1070803, 1106523, 1137346, 8090521]"
864,865,"[947858, 872137, 1070803, 1036347, 1075368]"
865,866,"[12731432, 1070803, 1067443, 8090537, 825343]"
866,867,"[1134483, 1070803, 1082185, 1055504, 1075368]"
867,868,"[1079913, 868888, 1070803, 9884484, 9487534]"
868,869,"[874972, 872137, 1082185, 895680, 996444]"
869,870,"[874972, 1029743, 1082185, 951590, 1127831]"
870,871,"[878715, 1070803, 1106523, 1055425, 880150]"
871,872,"[874972, 1127831, 995242, 1082185, 951590]"
872,873,"[948670, 1070803, 951590, 1065979, 1125123]"
873,874,"[874972, 1029743, 1082185, 951590, 1127831]"
874,875,"[970866, 872137, 1070803, 1082185, 971983]"
875,876,"[919766, 1070803, 951590, 1003649, 1092040]"
876,877,"[9677366, 1070803, 951590, 902856, 903233]"
877,878,"[12731432, 1068957, 1070803, 990656, 838186]"
878,879,"[866548, 1068957, 1070803, 844759, 8090536]"
879,880,"[5569615, 872137, 919534, 951590, 1027835]"
880,881,"[874972, 1106523, 951590, 1082185, 1127831]"
881,882,"[970866, 1070803, 995242, 945611, 969836]"
882,883,"[1057749, 1070803, 951590, 1005274, 872137]"
883,884,"[874972, 951590, 1127831, 1029743, 1082185]"
884,885,"[829291, 872137, 1070803, 1076875, 5587656]"
885,886,"[863762, 872137, 1070803, 1004596, 1004001]"
886,887,"[1004613, 872137, 918046, 865456, 845109]"
887,888,"[5995129, 1070803, 1068957, 5566472, 918598]"
888,889,"[5568758, 1070803, 911017, 9881592, 880427]"
889,890,"[5569615, 872137, 1070803, 919534, 982393]"
890,891,"[848029, 1070803, 1029743, 945652, 1028891]"
891,892,"[1025535, 872137, 1117219, 914318, 981760]"
892,893,"[970747, 1127831, 951590, 907662, 843111]"
893,894,"[874972, 872137, 1070803, 9392700, 1108152]"
894,895,"[874972, 872137, 1070803, 7024847, 907099]"
895,896,"[848029, 1070803, 1029112, 944454, 856345]"
896,897,"[874972, 872137, 1070803, 1039156, 1102829]"
897,898,"[1118623, 868888, 1070803, 1011926, 893501]"
898,899,"[874972, 1082185, 1127831, 1029743, 1106523]"
899,900,"[948670, 1070803, 918046, 1106091, 863802]"
900,901,"[1065538, 1070803, 5569230, 922561, 1132198]"
901,902,"[874972, 872137, 919534, 1018339, 5577022]"
902,903,"[874972, 1106523, 951590, 1082185, 1127831]"
903,904,"[836445, 872137, 1070803, 923746, 1106523]"
904,905,"[1029688, 872137, 1070803, 9297474, 1093571]"
905,906,"[917384, 872137, 1070803, 12330794, 1082185]"
906,907,"[5569615, 872137, 1070803, 986912, 896613]"
907,908,"[848029, 1068957, 1070803, 916122, 1060408]"
908,909,"[1048507, 868888, 1106523, 9935616, 1041512]"
909,910,"[874972, 872137, 820486, 1044188, 1082185]"
910,911,"[1048257, 872137, 1070803, 10344585, 1055425]"
911,912,"[5568758, 872137, 1070803, 1137346, 850102]"
912,913,"[899019, 872137, 868888, 994223, 1121656]"
913,914,"[970866, 872137, 1082185, 1073150, 885406]"
914,915,"[874972, 872137, 911017, 880150, 1057260]"
915,916,"[5568758, 872137, 820486, 824193, 1075368]"
916,917,"[874972, 1029743, 951590, 1082185, 1127831]"
917,918,"[874972, 1029743, 5569230, 1082185, 951590]"
918,919,"[1065017, 872137, 1070803, 937626, 1032950]"
919,920,"[826666, 1070803, 1068957, 1097001, 1058709]"
920,921,"[874972, 872137, 919534, 1029743, 918846]"
921,922,"[12262778, 872137, 1070803, 1132198, 1130581]"
922,923,"[1000753, 1070803, 1127831, 1096317, 896613]"
923,924,"[5995129, 872137, 1070803, 1075470, 905636]"
924,925,"[874972, 872137, 919534, 1109014, 944836]"
925,926,"[948670, 1070803, 1068957, 12330794, 1101706]"
926,927,"[8203342, 872137, 1070803, 990897, 907647]"
927,928,"[879734, 1070803, 951590, 908531, 1037863]"
928,929,"[12810464, 1070803, 1127831, 1010190, 845193]"
929,930,"[874972, 872137, 919534, 981760, 1050741]"
930,931,"[826666, 1070803, 1068957, 7462562, 866043]"
931,932,"[826666, 918046, 1070803, 947797, 838186]"
932,933,"[1021324, 1082185, 1127831, 901543, 5569327]"
933,934,"[12731685, 820486, 1070803, 937791, 1135258]"
934,935,"[874972, 1029743, 951590, 1082185, 1127831]"
935,936,"[933354, 1070803, 1029112, 962229, 1003616]"
936,937,"[860248, 872137, 1082185, 1134810, 1021116]"
